timestamp,client_id,region,profile,consumption_kwh
2024-01-01,COM_OUE_0000,OUEST,COMMERCIAL,113.15
2024-01-02,COM_OUE_0000,OUEST,COMMERCIAL,102.95
2024-01-03,COM_OUE_0000,OUEST,COMMERCIAL,99.87
2024-01-04,COM_OUE_0000,OUEST,COMMERCIAL,115.11
2024-01-05,COM_OUE_0000,OUEST,COMMERCIAL,110.27
2024-01-06,COM_OUE_0000,OUEST,COMMERCIAL,50.92
2024-01-07,COM_OUE_0000,OUEST,COMMERCIAL,46.39
2024-01-08,COM_OUE_0000,OUEST,COMMERCIAL,111.16
2024-01-09,COM_OUE_0000,OUEST,COMMERCIAL,104.96
2024-01-10,COM_OUE_0000,OUEST,COMMERCIAL,104.01
2024-01-11,COM_OUE_0000,OUEST,COMMERCIAL,102.01
2024-01-12,COM_OUE_0000,OUEST,COMMERCIAL,126.47
2024-01-13,COM_OUE_0000,OUEST,COMMERCIAL,45.41
2024-01-14,COM_OUE_0000,OUEST,COMMERCIAL,43.12
2024-01-15,COM_OUE_0000,OUEST,COMMERCIAL,108.68
2024-01-16,COM_OUE_0000,OUEST,COMMERCIAL,101.45
2024-01-17,COM_OUE_0000,OUEST,COMMERCIAL,93.26
2024-01-18,COM_OUE_0000,OUEST,COMMERCIAL,96.27
2024-01-19,COM_OUE_0000,OUEST,COMMERCIAL,108.11
2024-01-20,COM_OUE_0000,OUEST,COMMERCIAL,44.07
2024-01-21,COM_OUE_0000,OUEST,COMMERCIAL,46.86
2024-01-22,COM_OUE_0000,OUEST,COMMERCIAL,94.19
2024-01-23,COM_OUE_0000,OUEST,COMMERCIAL,86.96
2024-01-24,COM_OUE_0000,OUEST,COMMERCIAL,107.6
2024-01-25,COM_OUE_0000,OUEST,COMMERCIAL,96.65
2024-01-26,COM_OUE_0000,OUEST,COMMERCIAL,106.42
2024-01-27,COM_OUE_0000,OUEST,COMMERCIAL,51.8
2024-01-28,COM_OUE_0000,OUEST,COMMERCIAL,54.21
2024-01-29,COM_OUE_0000,OUEST,COMMERCIAL,108.98
2024-01-30,COM_OUE_0000,OUEST,COMMERCIAL,120.99
2024-01-31,COM_OUE_0000,OUEST,COMMERCIAL,99.67
2024-02-01,COM_OUE_0000,OUEST,COMMERCIAL,106.99
2024-02-02,COM_OUE_0000,OUEST,COMMERCIAL,91.59
2024-02-03,COM_OUE_0000,OUEST,COMMERCIAL,44.83
2024-02-04,COM_OUE_0000,OUEST,COMMERCIAL,47.55
2024-02-05,COM_OUE_0000,OUEST,COMMERCIAL,119.08
2024-02-06,COM_OUE_0000,OUEST,COMMERCIAL,111.34
2024-02-07,COM_OUE_0000,OUEST,COMMERCIAL,112.61
2024-02-08,COM_OUE_0000,OUEST,COMMERCIAL,108.3
2024-02-09,COM_OUE_0000,OUEST,COMMERCIAL,117.55
2024-02-10,COM_OUE_0000,OUEST,COMMERCIAL,45.17
2024-02-11,COM_OUE_0000,OUEST,COMMERCIAL,46.12
2024-02-12,COM_OUE_0000,OUEST,COMMERCIAL,101.03
2024-02-13,COM_OUE_0000,OUEST,COMMERCIAL,123.64
2024-02-14,COM_OUE_0000,OUEST,COMMERCIAL,100.85
2024-02-15,COM_OUE_0000,OUEST,COMMERCIAL,101.89
2024-02-16,COM_OUE_0000,OUEST,COMMERCIAL,107.78
2024-02-17,COM_OUE_0000,OUEST,COMMERCIAL,41.15
2024-02-18,COM_OUE_0000,OUEST,COMMERCIAL,50.86
2024-02-19,COM_OUE_0000,OUEST,COMMERCIAL,100.16
2024-02-20,COM_OUE_0000,OUEST,COMMERCIAL,99.99
2024-02-21,COM_OUE_0000,OUEST,COMMERCIAL,118.94
2024-02-22,COM_OUE_0000,OUEST,COMMERCIAL,89.14
2024-02-23,COM_OUE_0000,OUEST,COMMERCIAL,98.64
2024-02-24,COM_OUE_0000,OUEST,COMMERCIAL,48.82
2024-02-25,COM_OUE_0000,OUEST,COMMERCIAL,47.17
2024-02-26,COM_OUE_0000,OUEST,COMMERCIAL,102.85
2024-02-27,COM_OUE_0000,OUEST,COMMERCIAL,111.58
2024-02-28,COM_OUE_0000,OUEST,COMMERCIAL,97.73
2024-02-29,COM_OUE_0000,OUEST,COMMERCIAL,99.91
2024-03-01,COM_OUE_0000,OUEST,COMMERCIAL,110.48
2024-03-02,COM_OUE_0000,OUEST,COMMERCIAL,52.89
2024-03-03,COM_OUE_0000,OUEST,COMMERCIAL,48.52
2024-03-04,COM_OUE_0000,OUEST,COMMERCIAL,111.29
2024-03-05,COM_OUE_0000,OUEST,COMMERCIAL,103.54
2024-03-06,COM_OUE_0000,OUEST,COMMERCIAL,101.52
2024-03-07,COM_OUE_0000,OUEST,COMMERCIAL,113.47
2024-03-08,COM_OUE_0000,OUEST,COMMERCIAL,102.06
2024-03-09,COM_OUE_0000,OUEST,COMMERCIAL,42.5
2024-03-10,COM_OUE_0000,OUEST,COMMERCIAL,44.25
2024-03-11,COM_OUE_0000,OUEST,COMMERCIAL,107.64
2024-03-12,COM_OUE_0000,OUEST,COMMERCIAL,96.55
2024-03-13,COM_OUE_0000,OUEST,COMMERCIAL,85.83
2024-03-14,COM_OUE_0000,OUEST,COMMERCIAL,92.6
2024-03-15,COM_OUE_0000,OUEST,COMMERCIAL,100.24
2024-03-16,COM_OUE_0000,OUEST,COMMERCIAL,43.47
2024-03-17,COM_OUE_0000,OUEST,COMMERCIAL,43.65
2024-03-18,COM_OUE_0000,OUEST,COMMERCIAL,92.02
2024-03-19,COM_OUE_0000,OUEST,COMMERCIAL,118.34
2024-03-20,COM_OUE_0000,OUEST,COMMERCIAL,108.93
2024-03-21,COM_OUE_0000,OUEST,COMMERCIAL,110.98
2024-03-22,COM_OUE_0000,OUEST,COMMERCIAL,106.93
2024-03-23,COM_OUE_0000,OUEST,COMMERCIAL,45.4
2024-03-24,COM_OUE_0000,OUEST,COMMERCIAL,52.54
2024-03-25,COM_OUE_0000,OUEST,COMMERCIAL,115.09
2024-03-26,COM_OUE_0000,OUEST,COMMERCIAL,101.1
2024-03-27,COM_OUE_0000,OUEST,COMMERCIAL,114.67
2024-03-28,COM_OUE_0000,OUEST,COMMERCIAL,106.3
2024-03-29,COM_OUE_0000,OUEST,COMMERCIAL,102.06
2024-03-30,COM_OUE_0000,OUEST,COMMERCIAL,53.27
2024-01-01,RES_CEN_0001,CENTRE,RESIDENTIEL,8.11
2024-01-02,RES_CEN_0001,CENTRE,RESIDENTIEL,8.25
2024-01-03,RES_CEN_0001,CENTRE,RESIDENTIEL,7.13
2024-01-04,RES_CEN_0001,CENTRE,RESIDENTIEL,6.32
2024-01-05,RES_CEN_0001,CENTRE,RESIDENTIEL,6.23
2024-01-06,RES_CEN_0001,CENTRE,RESIDENTIEL,7.65
2024-01-07,RES_CEN_0001,CENTRE,RESIDENTIEL,9.83
2024-01-08,RES_CEN_0001,CENTRE,RESIDENTIEL,7.18
2024-01-09,RES_CEN_0001,CENTRE,RESIDENTIEL,6.71
2024-01-10,RES_CEN_0001,CENTRE,RESIDENTIEL,8.12
2024-01-11,RES_CEN_0001,CENTRE,RESIDENTIEL,6.86
2024-01-12,RES_CEN_0001,CENTRE,RESIDENTIEL,6.2
2024-01-13,RES_CEN_0001,CENTRE,RESIDENTIEL,8.17
2024-01-14,RES_CEN_0001,CENTRE,RESIDENTIEL,10.39
2024-01-15,RES_CEN_0001,CENTRE,RESIDENTIEL,6.83
2024-01-16,RES_CEN_0001,CENTRE,RESIDENTIEL,6.67
2024-01-17,RES_CEN_0001,CENTRE,RESIDENTIEL,7.9
2024-01-18,RES_CEN_0001,CENTRE,RESIDENTIEL,7.49
2024-01-19,RES_CEN_0001,CENTRE,RESIDENTIEL,7.29
2024-01-20,RES_CEN_0001,CENTRE,RESIDENTIEL,7.74
2024-01-21,RES_CEN_0001,CENTRE,RESIDENTIEL,8.3
2024-01-22,RES_CEN_0001,CENTRE,RESIDENTIEL,5.2
2024-01-23,RES_CEN_0001,CENTRE,RESIDENTIEL,7.77
2024-01-24,RES_CEN_0001,CENTRE,RESIDENTIEL,5.74
2024-01-25,RES_CEN_0001,CENTRE,RESIDENTIEL,5.66
2024-01-26,RES_CEN_0001,CENTRE,RESIDENTIEL,6.18
2024-01-27,RES_CEN_0001,CENTRE,RESIDENTIEL,8.98
2024-01-28,RES_CEN_0001,CENTRE,RESIDENTIEL,9.85
2024-01-29,RES_CEN_0001,CENTRE,RESIDENTIEL,6.24
2024-01-30,RES_CEN_0001,CENTRE,RESIDENTIEL,7.6
2024-01-31,RES_CEN_0001,CENTRE,RESIDENTIEL,7.13
2024-02-01,RES_CEN_0001,CENTRE,RESIDENTIEL,6.71
2024-02-02,RES_CEN_0001,CENTRE,RESIDENTIEL,7.02
2024-02-03,RES_CEN_0001,CENTRE,RESIDENTIEL,9.13
2024-02-04,RES_CEN_0001,CENTRE,RESIDENTIEL,7.92
2024-02-05,RES_CEN_0001,CENTRE,RESIDENTIEL,7.72
2024-02-06,RES_CEN_0001,CENTRE,RESIDENTIEL,6.07
2024-02-07,RES_CEN_0001,CENTRE,RESIDENTIEL,7.45
2024-02-08,RES_CEN_0001,CENTRE,RESIDENTIEL,7.4
2024-02-09,RES_CEN_0001,CENTRE,RESIDENTIEL,6.3
2024-02-10,RES_CEN_0001,CENTRE,RESIDENTIEL,8.32
2024-02-11,RES_CEN_0001,CENTRE,RESIDENTIEL,7.55
2024-02-12,RES_CEN_0001,CENTRE,RESIDENTIEL,6.57
2024-02-13,RES_CEN_0001,CENTRE,RESIDENTIEL,7.38
2024-02-14,RES_CEN_0001,CENTRE,RESIDENTIEL,5.45
2024-02-15,RES_CEN_0001,CENTRE,RESIDENTIEL,6.48
2024-02-16,RES_CEN_0001,CENTRE,RESIDENTIEL,7.79
2024-02-17,RES_CEN_0001,CENTRE,RESIDENTIEL,8.37
2024-02-18,RES_CEN_0001,CENTRE,RESIDENTIEL,8.34
2024-02-19,RES_CEN_0001,CENTRE,RESIDENTIEL,7.91
2024-02-20,RES_CEN_0001,CENTRE,RESIDENTIEL,6.02
2024-02-21,RES_CEN_0001,CENTRE,RESIDENTIEL,7.32
2024-02-22,RES_CEN_0001,CENTRE,RESIDENTIEL,7.36
2024-02-23,RES_CEN_0001,CENTRE,RESIDENTIEL,7.35
2024-02-24,RES_CEN_0001,CENTRE,RESIDENTIEL,8.43
2024-02-25,RES_CEN_0001,CENTRE,RESIDENTIEL,8.31
2024-02-26,RES_CEN_0001,CENTRE,RESIDENTIEL,7.92
2024-02-27,RES_CEN_0001,CENTRE,RESIDENTIEL,6.89
2024-02-28,RES_CEN_0001,CENTRE,RESIDENTIEL,6.71
2024-02-29,RES_CEN_0001,CENTRE,RESIDENTIEL,6.97
2024-03-01,RES_CEN_0001,CENTRE,RESIDENTIEL,6.13
2024-03-02,RES_CEN_0001,CENTRE,RESIDENTIEL,9.82
2024-03-03,RES_CEN_0001,CENTRE,RESIDENTIEL,9.08
2024-03-04,RES_CEN_0001,CENTRE,RESIDENTIEL,5.4
2024-03-05,RES_CEN_0001,CENTRE,RESIDENTIEL,6.82
2024-03-06,RES_CEN_0001,CENTRE,RESIDENTIEL,7.14
2024-03-07,RES_CEN_0001,CENTRE,RESIDENTIEL,7.7
2024-03-08,RES_CEN_0001,CENTRE,RESIDENTIEL,7.4
2024-03-09,RES_CEN_0001,CENTRE,RESIDENTIEL,7.68
2024-03-10,RES_CEN_0001,CENTRE,RESIDENTIEL,9.61
2024-03-11,RES_CEN_0001,CENTRE,RESIDENTIEL,7.82
2024-03-12,RES_CEN_0001,CENTRE,RESIDENTIEL,6.87
2024-03-13,RES_CEN_0001,CENTRE,RESIDENTIEL,7.56
2024-03-14,RES_CEN_0001,CENTRE,RESIDENTIEL,7.52
